State,StateID,County,index,intercept,SP,unemployment,mortgage_rates,ind_prod,inflation_expect
Louisiana,22,St. Charles,935,1.08E-16,-0.262769078,-0.094273113,-0.516505371,0.213740717,-0.204637953
Missouri,29,Johnson,936,-4.81E-17,-0.130114969,0.174003673,0.056057866,0.472463881,-0.575101922
Texas,48,Van Zandt,937,-2.52E-16,0.303827626,-0.19949759,0.532476811,-0.041442832,-0.135735126
Missouri,29,Lincoln,938,1.32E-16,-0.199173108,0.253247923,0.176786137,0.470908022,-0.478404571
Oklahoma,40,Grady,939,1.41E-16,-0.082328428,0.996529146,-0.223220695,1.235032773,-0.487755115
Wisconsin,55,Waupaca,940,3.82E-17,-0.018633863,0.400428156,-0.202056038,0.706809733,-0.476746786
Louisiana,22,Vernon,941,2.60E-16,-0.090430852,-0.633311566,-0.248950773,-0.60368491,0.565656244
Ohio,39,Union,942,1.50E-16,-0.025117842,0.086436848,0.30627458,0.254467656,-0.484913165
Michigan,26,Cass,943,5.34E-16,0.239995531,-0.023857879,0.589125933,0.016853359,-0.120405765
Missouri,29,Pulaski,944,-4.16E-17,0.064991995,-0.719296524,0.306120439,-0.353897217,-0.182182256
Tennessee,47,McMinn,945,5.38E-17,-0.059399349,0.051202133,0.155731271,0.39186655,-0.535151617
Georgia,13,Effingham,946,-2.08E-17,0.041778308,-0.299038824,0.373107203,-0.0081777,-0.086238501
Maine,23,Somerset,947,1.89E-16,-0.22891188,0.26659007,-0.200243768,0.496179973,-0.510961761
North Carolina,37,Pender,948,8.33E-17,0.095176342,0.338748454,0.150718619,0.281710023,-0.688402822
Colorado,8,Eagle,949,-1.56E-17,0.130634849,0.033764618,0.361053327,0.112565961,-0.177186136
Louisiana,22,St. Martin,950,-6.94E-17,0.248138583,0.125319856,-0.004216775,-0.021646291,-0.028046198
Nevada,32,Lyon,951,-1.14E-16,0.481856911,-0.315608067,0.528041164,-0.408097993,-0.249205884
Missouri,29,Taney,952,5.38E-17,0.029410565,0.4048686,-0.273433821,0.738013501,-0.623058286
New York,36,Franklin,953,3.99E-16,-0.009171437,-0.470580344,0.227839255,-0.095911949,-0.463669151
Minnesota,27,Winona,954,1.41E-16,0.279227879,-0.521050949,0.443287251,-0.298084499,-0.365198439
Maryland,24,Worcester,955,1.91E-17,-0.078419927,0.671816298,-0.041283719,1.001665843,-0.411133581
Tennessee,47,Jefferson,956,2.81E-16,0.010492743,0.355521187,-0.312503118,0.516850492,-0.584976882
Colorado,8,La Plata,957,1.94E-16,0.468266573,-0.424153893,0.204170444,-0.100392584,0.176258438
Wisconsin,55,Grant,958,1.84E-16,0.108873329,-0.260908387,0.243241913,0.122952508,-0.558482378
Texas,48,Hood,959,-1.01E-16,0.29973336,0.033705804,0.319424653,0.318167743,-0.182645012
New York,36,Tioga,960,4.27E-16,0.062856928,-0.294026546,0.22677099,0.025070148,-0.483757348
North Carolina,37,Watauga,961,1.49E-16,-0.169503079,0.514049727,-0.348674174,0.69592509,-0.587002524
Oklahoma,40,Washington,962,3.04E-17,-0.324559955,1.058097337,0.167859246,1.285318655,-0.07779392
Arkansas,5,Crittenden,963,2.33E-16,-0.177523615,0.46717252,-0.449738911,0.640152689,-0.436701812
Texas,48,Cherokee,964,9.89E-17,0.136940358,-0.356268202,0.18641845,-0.233865906,-0.29537932
Georgia,13,Camden,965,2.55E-16,0.292953007,-0.216291185,-0.020514143,-0.169384758,-0.424058424
Illinois,17,Henry,966,6.07E-17,0.153704434,-0.442215977,0.220652205,-0.211847382,-0.394511498
New York,36,Chenango,967,2.95E-17,0.101256538,-0.069215059,0.126103604,0.234663273,-0.558991316
Oklahoma,40,Le Flore,968,-3.17E-16,-0.412979079,-0.172196194,-0.158985143,-0.056931449,-0.232709424
Alabama,1,Dale,969,-1.91E-17,-0.286708292,0.322242184,-0.088316707,0.493227393,-0.332203225
New York,36,Montgomery,970,2.26E-16,0.153169714,-0.087252586,0.143065342,0.126821004,-0.627985072
Illinois,17,Grundy,971,-1.63E-16,0.181221984,0.057364989,0.15275158,0.350156033,-0.544316904
Indiana,18,Dearborn,972,5.98E-17,-0.094662995,0.299403229,0.105008679,0.743581826,-0.50447943
Utah,49,Box Elder,973,1.08E-16,0.254980615,0.211034015,0.152558679,0.340115592,-0.535062104
Alabama,1,Coffee,974,-1.73E-17,0.107941337,0.650372749,0.158779147,0.847301932,-0.577353774
Rhode Island,44,Bristol,975,-2.13E-16,0.00767634,-0.406524977,0.33317561,-0.501158785,0.092219464
Texas,48,Lamar,976,1.23E-16,0.358269931,-0.3099378,0.470736417,-0.164281486,-0.319807595
Pennsylvania,42,Bedford,977,2.52E-16,-0.023928642,-0.396234367,0.246861412,-0.162268409,-0.481584105
Florida,12,Jackson,978,-7.72E-17,0.219753541,-0.535188944,0.341721021,-0.617642389,-0.109777583
Tennessee,47,Gibson,979,2.01E-16,-0.178458052,0.135732056,0.111153076,0.653693928,-0.426095426
Tennessee,47,Dickson,980,-2.62E-16,0.029954924,0.205914781,0.153507884,0.613361365,-0.465737828
Texas,48,Kerr,981,6.59E-17,0.216861842,-0.610581241,0.362513648,-0.406149123,-0.265865667
Kentucky,21,Boyd,982,-1.91E-17,-0.272206103,-0.520640644,0.104458858,-0.149239276,-0.170599401
Indiana,18,Henry,983,7.89E-17,-0.047636171,0.362269551,0.075252926,0.834454829,-0.512553271
Ohio,39,Shelby,984,-5.08E-16,-0.007339431,-0.013956592,0.044824779,0.50467976,-0.50102352
Oregon,41,Columbia,985,-3.97E-16,0.209267522,-0.77172284,0.265320555,-0.578829791,-0.380991419
New York,36,Cortland,986,-5.52E-16,0.025747549,-0.552198489,0.167727706,-0.265014867,-0.504013149
Kentucky,21,Franklin,987,-5.46E-17,0.048743839,-0.436801319,-0.069450818,-0.078970174,-0.533795504
New York,36,Greene,988,4.04E-16,0.097509203,-0.114088569,0.143384484,0.526601099,-0.308157704
Iowa,19,Clinton,989,-1.30E-16,-0.144622474,-0.290139441,0.154073137,-0.015064618,-0.320606039
Wisconsin,55,Calumet,990,-9.19E-17,-0.186682559,-0.130158515,0.119299,0.277465101,-0.481044211
New York,36,Allegany,991,3.46E-16,0.026696034,-0.448801997,0.153855311,-0.126249076,-0.525408908
Virginia,51,Harrisonburg,992,1.99E-17,-0.00972696,0.349602046,0.039960103,0.883956791,-0.444000591
Texas,48,Val Verde,993,6.11E-16,0.175742472,-0.57012922,0.220459903,-0.422047188,-0.246712835
Nevada,32,Elko,994,-1.75E-16,0.338981779,-0.378036237,0.53742218,-0.569605681,0.206379553
Mississippi,28,Warren,995,-2.26E-17,-0.228923985,0.042277274,0.254475768,0.484388844,-0.325166108
Kentucky,21,Jessamine,996,3.38E-17,-0.098164498,0.533264528,0.197532581,0.705329067,-0.296630482
Tennessee,47,Loudon,997,-2.18E-16,-0.294271638,0.403221072,0.013422674,0.906990566,-0.166089832
Michigan,26,Newaygo,998,1.51E-16,0.185551796,0.100585185,0.47155705,0.29640007,-0.391430894
Georgia,13,Laurens,999,1.46E-16,0.184921129,-0.28040013,0.404830406,-0.050145821,-0.409285333
New Mexico,35,Curry,1000,7.63E-17,0.261624491,1.154517882,-0.475340599,1.207823711,-0.150553069
New York,36,Delaware,1001,4.21E-16,0.301060699,0.173016788,0.216397478,0.553306907,-0.374846426
New Hampshire,33,Carroll,1002,-5.72E-17,-0.109690888,0.436525173,0.207912685,0.895104994,-0.374203232
Maryland,24,Queen Anne's,1003,-1.11E-16,0.491616656,-0.566823161,-0.003550446,-0.626756467,-0.094083292
Illinois,17,Macoupin,1004,5.72E-17,0.111732226,-0.175700129,0.151536005,-0.101701828,-0.441684513
North Carolina,37,Beaufort,1005,1.39E-17,-0.126379835,-0.23098561,0.022131041,0.129501955,-0.560565987
Vermont,50,Franklin,1006,9.54E-17,-0.083524181,0.435090758,-0.172436256,0.874647162,-0.475330787
Texas,48,Navarro,1007,-1.46E-16,0.233331215,-0.212818141,0.298682373,0.004781089,-0.378938368
Illinois,17,Stephenson,1008,-7.81E-18,0.085667169,1.129052291,-0.06536789,1.450756576,-0.311835229
Mississippi,28,Oktibbeha,1009,-1.79E-16,0.089332144,-1.08115712,-0.224785798,-0.804237371,0.329787634
Oklahoma,40,Carter,1010,-2.60E-17,0.124801385,-0.06174831,-0.692523674,0.09897201,-0.191157443
Indiana,18,Noble,1011,4.51E-17,-0.003764425,0.172726239,0.05248449,0.573990067,-0.559083163
Oklahoma,40,Osage,1012,-2.43E-17,-0.006189139,-0.023282775,-0.158956082,0.667280833,-0.275469075
Arizona,4,Santa Cruz,1013,-4.09E-16,0.414657311,-0.050391198,0.18485456,-0.362351083,0.069891301
North Carolina,37,Stokes,1014,3.90E-17,-0.048105867,-0.054627535,0.18494475,0.355048569,-0.540720546
Mississippi,28,Lafayette,1015,-1.39E-16,-0.217811072,0.023741483,-0.000387397,0.493675254,-0.50125488
Kentucky,21,Scott,1016,2.84E-16,0.148119544,-0.117100434,0.022666083,0.045917368,-0.183990848
Louisiana,22,Washington,1017,-2.60E-17,0.11490032,0.603659077,-0.289393768,0.589323891,-0.144450637
Indiana,18,Marshall,1018,6.94E-18,-0.026892294,0.285790765,0.09475379,0.787256662,-0.484518036
Nevada,32,Douglas,1019,-9.89E-17,0.2369105,0.09865184,0.571260737,0.025910867,-0.038109777
Oklahoma,40,Cherokee,1020,1.09E-16,-0.082309899,0.855053049,-0.130733468,1.004714312,-0.44501456
North Carolina,37,Hoke,1021,1.67E-16,-0.041035291,-0.411735283,0.296550571,-0.054472634,-0.443088005
Kentucky,21,Hopkins,1022,9.89E-17,-0.039495935,-0.781332893,-0.113332212,-0.395635959,-0.437496846
Colorado,8,Fremont,1023,-1.80E-16,-0.129413812,-1.119590982,0.455560402,-0.948086983,0.053758162
Louisiana,22,Lincoln,1024,1.04E-16,-0.301205855,-0.561776275,-0.156918935,0.029163718,-0.153584015
South Carolina,45,Chesterfield,1025,1.93E-16,-0.019708509,-0.278474755,0.042157092,0.036077921,-0.576410377
Virginia,51,Culpeper,1026,1.73E-17,-0.01215277,1.109157112,0.1026887,1.162594505,-0.473569091
Michigan,26,Hillsdale,1027,8.50E-17,0.421666709,-0.007480875,0.372364273,0.12142816,-0.345412804
Pennsylvania,42,Mifflin,1028,1.39E-17,0.084060862,-0.162561039,0.046667232,0.093625273,-0.523143787
North Carolina,37,Richmond,1029,-1.54E-16,0.027430541,-0.385100457,0.198816704,-0.031936851,-0.482371759
Oklahoma,40,Kay,1030,-5.55E-17,-0.148016408,1.248149671,-0.25760339,1.463900648,-0.363945295
Arkansas,5,Mississippi,1031,-5.81E-17,0.086123099,0.367704063,-0.051872174,0.62036797,-0.454215165
Florida,12,Gadsden,1032,-2.64E-16,0.18062415,-0.176017038,0.228971205,-0.51206345,-0.280113039
Kentucky,21,Henderson,1033,1.27E-16,-0.020990323,-0.555525497,-0.039365449,-0.261522241,-0.355387595
Iowa,19,Warren,1034,1.24E-16,-0.065924248,-0.074133564,-0.062027922,0.404713122,-0.521856182
Minnesota,27,Goodhue,1035,1.70E-16,0.36037584,-0.348204753,0.246599681,-0.493602227,-0.314965596
Utah,49,Iron,1036,1.38E-16,0.188977558,0.559558059,0.396737012,0.70962175,-0.413530888
Indiana,18,Lawrence,1037,1.08E-16,-0.114330005,0.33468394,0.025509948,0.789585669,-0.512681963
Wyoming,56,Campbell,1038,-1.67E-16,-0.024747962,-0.179148943,-0.036870463,0.162658736,0.163959898
Nebraska,31,Buffalo,1039,-1.73E-17,0.049687794,-0.710154205,0.368247825,-0.375890157,-0.357099948
West Virginia,54,Fayette,1040,-4.34E-17,0.22674414,0.497695899,-0.427004242,0.612630845,-0.096163796
Oregon,41,Lincoln,1041,1.21E-16,0.127003924,0.646032373,0.430665012,0.811362959,-0.280322198
Texas,48,Medina,1042,1.35E-16,0.015899096,-0.914331467,0.485641762,-0.616189605,0.213985125
Pennsylvania,42,Perry,1043,-1.30E-16,0.085566081,0.011354917,0.12043652,0.429205861,-0.557169047
Ohio,39,Auglaize,1044,-1.04E-17,-0.060679779,-0.057869691,0.108833545,0.359409592,-0.544605559
Louisiana,22,St. John the Baptist,1045,1.43E-16,-0.135708559,0.218073743,-0.235174085,0.589696739,-0.502364918
Pennsylvania,42,Huntingdon,1046,1.03E-16,-0.036448171,0.040475263,0.203038558,0.496727674,-0.480931087
Wisconsin,55,Barron,1047,-1.70E-16,-0.163994743,-0.085146158,0.089690731,0.347094094,-0.498923635
Ohio,39,Logan,1048,-4.75E-16,-0.000523379,0.084011319,0.049310993,0.496235106,-0.586729482
Oklahoma,40,Pittsburg,1049,-1.84E-16,0.045844916,0.3190247,0.309158849,0.245709784,-0.304620887
Georgia,13,Baldwin,1050,-1.20E-16,0.138384972,0.087044605,0.199833,0.375194943,-0.352097732
Idaho,16,Bingham,1051,1.13E-16,0.111204306,0.069553847,0.358594537,0.377286598,-0.439242746
California,6,Calaveras,1052,1.86E-17,0.578890068,0.629465446,0.298496117,0.350269529,-0.128892855
Georgia,13,Colquitt,1053,2.38E-16,0.267296134,-0.272152507,0.448378529,-0.163048329,-0.288687471
North Carolina,37,Vance,1054,-1.17E-16,-0.265942056,-0.06986947,-0.060600953,0.292398111,-0.495126626
Texas,48,Polk,1055,-1.13E-16,0.213321804,-0.151017356,0.145812737,0.108800492,-0.397843924
Michigan,26,Branch,1056,-1.73E-17,0.334567909,0.195014405,0.391562521,0.37406951,-0.271927698
Pennsylvania,42,Jefferson,1057,1.41E-16,-0.103434643,-0.438345336,0.176751706,-0.026857622,-0.469195996
Missouri,29,Phelps,1058,7.37E-17,-0.130569238,-0.228083334,0.124394807,-0.106158921,-0.168570775
Virginia,51,Tazewell,1059,-1.84E-16,0.189461147,-1.223999135,0.270457802,-1.23915966,0.133784247
Tennessee,47,Bedford,1060,-2.57E-16,0.009420253,0.295876941,0.02224024,0.493868203,-0.654917316
Minnesota,27,Itasca,1061,9.37E-17,0.367323153,-0.990058585,0.504326322,-0.912820374,-0.065293837
Oklahoma,40,Stephens,1062,-1.49E-16,-0.159283233,0.642639597,0.580151215,0.672526313,-0.123860413
North Carolina,37,McDowell,1063,1.09E-15,0.13270885,-0.143837495,-0.045351079,-0.11274253,-0.581921183
Pennsylvania,42,Union,1064,-2.18E-16,0.091299797,0.35538732,0.069394386,0.834160041,-0.491785966
Texas,48,Atascosa,1065,1.56E-16,0.180271808,-0.783635233,0.459437853,-0.666060922,-0.079577333
California,6,Siskiyou,1066,1.65E-17,0.452952266,-0.015711343,0.36907408,-0.24550483,0.128835644
Ohio,39,Brown,1067,3.82E-17,-0.098205567,-0.022953716,-0.045284841,0.327291443,-0.603475952
South Dakota,46,Lincoln,1068,-2.78E-17,-0.059789687,0.933007711,0.090656187,1.020764368,0.122626705
Washington,53,Whitman,1069,1.16E-16,0.324213651,-0.987092265,0.355153012,-0.953753475,-0.254934658
Georgia,13,Thomas,1070,1.84E-16,0.157782977,-0.191368335,0.327727767,0.010675256,-0.367310188
Wisconsin,55,Monroe,1071,-3.98E-16,-0.153563664,-0.491056973,0.123319554,-0.072426509,-0.448354764
Tennessee,47,Monroe,1072,-2.75E-16,-0.020890554,0.017998334,0.218193275,0.153918473,-0.644468633
Vermont,50,Windham,1073,1.14E-16,0.018101023,0.639504493,0.054046854,0.992798797,-0.316475303
West Virginia,54,Ohio,1074,-8.59E-17,0.227705775,0.487249274,0.042003392,0.746749289,-0.528425997
Minnesota,27,Beltrami,1075,8.85E-17,0.445938744,-0.372029175,0.375234865,-0.313495052,-0.090885279
Indiana,18,Shelby,1076,5.55E-17,-0.032847843,0.183793433,0.069113588,0.65542687,-0.507320835
Missouri,29,Callaway,1077,1.89E-16,-0.135799052,-0.244147019,0.022032637,0.370452694,-0.388170114
Wisconsin,55,Polk,1078,-1.07E-16,-0.10104764,0.107336499,-0.015879548,0.482930159,-0.572108036
Wisconsin,55,Douglas,1079,1.14E-16,-0.04460825,-0.331412264,0.136392384,0.071734125,-0.505271206
Iowa,19,Cerro Gordo,1080,-8.33E-17,0.137148814,-0.147588459,0.295718987,0.105933224,-0.533772867
Missouri,29,Camden,1081,2.22E-16,-0.159541862,0.499092251,-0.557522798,1.066881755,-0.098777453
Nevada,32,Nye,1082,5.72E-17,0.147043465,0.497751137,0.490943033,0.545303703,-0.013942421
Mississippi,28,Hancock,1083,-1.73E-18,-0.148453593,0.466217089,-0.120334634,0.924607541,-0.556069429
Wisconsin,55,Dunn,1084,-6.07E-18,-0.154558632,-0.167806817,0.080116266,0.252775636,-0.50982866
Alabama,1,Dallas,1085,-8.24E-17,0.020184157,0.441915291,0.258518676,0.480459606,-0.111332413
Wyoming,56,Sweetwater,1086,6.59E-17,0.044075384,0.763477802,-0.190996979,0.942113143,-0.219980275
Ohio,39,Crawford,1087,2.48E-16,-0.001986803,0.040195965,0.009292358,0.603745158,-0.404000882
New Hampshire,33,Sullivan,1088,4.65E-16,0.117886133,0.197024982,0.105279167,0.512912693,-0.623082829
Alabama,1,Chilton,1089,-1.39E-17,-0.047341858,0.161628796,-0.018347848,0.527871778,-0.619181979
Ohio,39,Highland,1090,-5.12E-17,-0.039929856,0.241499422,-0.103691802,0.659509465,-0.614440073
Washington,53,Stevens,1091,3.12E-17,0.138666626,-1.028751531,0.438521156,-1.093800543,-0.232023183
Virginia,51,Charlottesville,1092,2.35E-16,0.05363091,0.107540629,0.026272575,0.696230362,-0.46463995
Arkansas,5,Miller,1093,2.54E-16,-0.154531111,-0.353662493,0.006122101,0.048476259,-0.490529892
Pennsylvania,42,McKean,1094,-1.60E-16,0.029944957,-0.139811824,0.257860118,0.271256242,-0.503054713
Kentucky,21,Nelson,1095,-8.85E-17,0.039850073,-0.287123062,0.029509411,0.17512749,-0.521833684
Ohio,39,Madison,1096,8.67E-18,-0.117893956,-0.110882556,0.076550279,0.348541952,-0.520160694
Pennsylvania,42,Susquehanna,1097,-5.55E-17,0.4223985,-0.450749126,-0.029416561,-0.546689222,0.040917712
Texas,48,Waller,1098,1.49E-16,0.094440161,-0.517824414,0.380497779,-0.266245687,-0.21750768
Michigan,26,Sanilac,1099,3.47E-17,0.351077015,0.575524675,0.414898971,0.628295416,-0.21594513
Virginia,51,Danville,1100,-1.72E-16,0.229837189,-0.053173121,-0.013089038,0.388982802,-0.454225178
Georgia,13,Habersham,1101,7.29E-17,0.209694487,0.114414789,0.193216043,0.400522077,-0.449802974
Texas,48,Wilson,1102,2.91E-16,0.080291336,-0.940789592,0.478256109,-0.693304361,0.098229202
New York,36,Orleans,1103,1.73E-17,0.017964971,-0.23115315,0.115290502,0.104316218,-0.599529731
Michigan,26,Mecosta,1104,-1.99E-16,0.331670253,-0.116207351,0.457939161,0.05519116,-0.333886267
Missouri,29,Butler,1105,-4.68E-17,-0.025885456,-0.685812324,0.206191236,-0.300143525,-0.355417977
Texas,48,Burnet,1106,4.65E-16,0.044718942,-0.517068831,0.218255924,-0.158608452,-0.288256494
Iowa,19,Muscatine,1107,-3.59E-16,-0.019674049,-0.793590847,-0.083412551,-0.405605642,-0.463125
Ohio,39,Fulton,1108,2.12E-16,-0.103866864,0.08655403,0.054868355,0.551028316,-0.526450677
West Virginia,54,Wayne,1109,1.21E-17,0.25655887,0.212429187,0.228182132,0.582673978,-0.185161933
Michigan,26,Gratiot,1110,9.37E-17,0.381481431,0.087531597,0.39741249,0.199482701,-0.50126763
Oklahoma,40,Bryan,1111,6.94E-17,-0.084967415,0.788288536,-0.334461558,1.136388651,-0.486852237
Oklahoma,40,Sequoyah,1112,1.01E-16,-0.163106798,-0.45370947,-0.228496938,-0.135740963,-0.526244059
Indiana,18,Jackson,1113,3.61E-16,-0.10994902,0.305878455,0.109373897,0.840747518,-0.413709907
Ohio,39,Holmes,1114,2.41E-16,-0.200639033,-0.63223038,0.08639587,-0.036267164,-0.198234829
Georgia,13,Coffee,1115,1.04E-17,0.247752361,0.084323004,0.390360014,0.274397496,-0.336025499
Ohio,39,Preble,1116,9.37E-17,-0.13539301,0.150397468,0.091667944,0.689112961,-0.410495814
Minnesota,27,Kandiyohi,1117,2.32E-16,0.215781301,-0.629268393,0.628226234,-0.411362033,-0.17970759
Indiana,18,DeKalb,1118,2.14E-16,0.017954326,0.538336766,-0.245810587,0.803963145,-0.606296088
Missouri,29,Pettis,1119,2.52E-16,-0.233778683,0.130185845,-0.363631593,0.056486794,0.112692689
Kentucky,21,Barren,1120,2.60E-17,0.170267549,-0.252166892,0.136712114,0.226785267,-0.397285155
New York,36,Wyoming,1121,-1.64E-16,-0.021624411,-0.18334709,0.087519262,0.134018533,-0.596821095
Arkansas,5,Greene,1122,3.56E-16,-0.026876491,-0.230191096,-0.110296521,0.22004299,-0.499375517
Kentucky,21,Shelby,1123,2.08E-16,0.131029497,-0.181134574,0.190444297,-0.315856732,-0.424699785
Louisiana,22,Avoyelles,1124,8.67E-17,-0.225555801,0.016501611,-0.121205359,0.218067843,-0.058073466
Ohio,39,Clinton,1125,-9.71E-17,-0.105006361,0.402913448,-0.070873617,0.846821912,-0.581929502
Virginia,51,Shenandoah,1126,2.13E-17,-0.000303462,0.831811535,-0.054255926,1.305749271,-0.423509081
Pennsylvania,42,Tioga,1127,-1.39E-16,0.073744535,-0.522129806,0.186973428,-0.116487261,-0.285077694
Texas,48,Wood,1128,1.77E-16,0.310161159,-0.553023081,0.334658365,-0.375479546,-0.18291928
Wisconsin,55,Shawano,1129,-1.29E-16,-0.054335657,-0.087520457,0.075345711,0.304164206,-0.589083337
Indiana,18,Dubois,1130,1.44E-16,-0.065951077,-0.059391112,0.212046372,0.422718943,-0.446677062
Tennessee,47,Lawrence,1131,4.54E-16,0.074217856,0.019888552,0.087405204,0.217048565,-0.62654607
Oklahoma,40,Logan,1132,3.12E-17,-0.162135655,0.959218162,-0.192363856,1.141585353,-0.511413217
Pennsylvania,42,Warren,1133,-1.49E-16,-0.495661195,-0.270121939,-0.275666996,-0.225364841,0.157467855
Wisconsin,55,Marinette,1134,-3.73E-17,-0.23053625,-0.285558851,-0.013896921,0.189522166,-0.371827241
Arkansas,5,Union,1135,-1.33E-16,-0.138183393,-0.080838714,0.001059954,0.382196644,-0.509641344
Alabama,1,Tallapoosa,1136,-1.32E-16,-0.104871963,0.604966929,0.119234497,0.95249458,-0.401907947
Florida,12,Suwannee,1137,-2.19E-16,0.217098022,-0.655980327,0.273467274,-0.731692247,-0.085978053
Arkansas,5,Baxter,1138,-5.18E-17,-0.271859006,0.223864083,-0.579718092,0.618187335,-0.198304292
Oklahoma,40,Delaware,1139,-2.69E-17,0.092552534,0.464380073,-0.284451132,0.320326649,-0.489910677
Georgia,13,Polk,1140,2.43E-16,0.172735477,0.406208202,0.243319762,0.693504337,-0.475890638
Virginia,51,Wise,1141,1.18E-16,0.016738538,-1.315512735,0.03825525,-0.821515482,0.048314975
